,id,category
2530,DB10514,Cell-mediated Immunity; Increased Histamine Release; Non-Standardized Food Allergenic Extract
2531,DB10516,"Amino Acids, Peptides, and Proteins; Animal Proteins, Dietary; Beverages; Bodily Secretions; Caseins; Cell-mediated Immunity; Compounds used in a research, industrial, or household setting; Dairy Products; Diet, Food, and Nutrition; Dietary Proteins; Fluids and Secretions; Food; Increased Histamine Release; Milk components; Milk Proteins; Non-Standardized Food Allergenic Extract; Phosphoproteins; Physiological Phenomena; Proteins; Sequestering Agents"
2532,DB10519,Cell-mediated Immunity; Increased Histamine Release; Non-Standardized Food Allergenic Extract
2533,DB10525,Cell-mediated Immunity; Increased Histamine Release; Non-Standardized Food Allergenic Extract
2534,DB10526,
2535,DB10528,Cell-mediated Immunity; Increased Histamine Release; Non-Standardized Food Allergenic Extract
2536,DB10529,Cell-mediated Immunity; Increased Histamine Release; Non-Standardized Food Allergenic Extract
2537,DB10533,Cell-mediated Immunity; Increased Histamine Release; Non-Standardized Food Allergenic Extract
2538,DB10535,"Alimentary Tract and Metabolism; Biological Products; Biopolymers; Bulk-Forming Laxatives; Carbohydrates; Cell-mediated Immunity; Complex Mixtures; Compounds used in a research, industrial, or household setting; Drugs for Constipation; Equipment and Supplies; Increased Histamine Release; Increased IgG Production; Laxatives; Macromolecular Substances; Manufactured Materials; Non-Standardized Food Allergenic Extract; Plant Exudates; Plant Gums; Polymers; Polysaccharides; Surgical Equipment; Surgical Fixation Devices; Tissue Adhesives"
2539,DB10537,Cell-mediated Immunity; Increased Histamine Release; Non-Standardized Food Allergenic Extract
2540,DB10541,Cell-mediated Immunity; Increased Histamine Release; Non-Standardized Food Allergenic Extract
2541,DB10549,Cell-mediated Immunity; Increased Histamine Release; Non-Standardized Food Allergenic Extract
2542,DB10554,Cell-mediated Immunity; Increased Histamine Release; Non-Standardized Food Allergenic Extract
2543,DB10561,Cell-mediated Immunity; Increased Histamine Release; Non-Standardized Food Allergenic Extract
2544,DB10566,Cell-mediated Immunity; Increased Histamine Release; Non-Standardized Food Allergenic Extract
2545,DB10570,Cell-mediated Immunity; Increased Histamine Release; Non-Standardized Food Allergenic Extract
2546,DB10571,Cell-mediated Immunity; Increased Histamine Release; Non-Standardized Food Allergenic Extract
2547,DB10572,Cell-mediated Immunity; Increased Histamine Release; Non-Standardized Food Allergenic Extract
2548,DB10580,Cell-mediated Immunity; Increased Histamine Release; Non-Standardized Food Allergenic Extract; Non-Standardized Plant Allergenic Extract
2549,DB10597,
2550,DB10599,
2551,DB10602,
2552,DB10604,Cell-mediated Immunity; Increased Histamine Release; Increased IgG Production; Non-Standardized Animal Skin Allergenic Extract
2553,DB10605,Cell-mediated Immunity; Increased Histamine Release; Increased IgG Production; Non-Standardized Animal Skin Allergenic Extract
2554,DB10606,Cell-mediated Immunity; Increased Histamine Release; Increased IgG Production; Non-Standardized Animal Skin Allergenic Extract
2555,DB10614,Cell-mediated Immunity; Increased Histamine Release; Non-Standardized Food Allergenic Extract
2556,DB10615,Cell-mediated Immunity; Increased Histamine Release; Non-Standardized Food Allergenic Extract
2557,DB10617,Cell-mediated Immunity; Increased Histamine Release; Non-Standardized Food Allergenic Extract
2558,DB10620,Cell-mediated Immunity; Increased Histamine Release; Non-Standardized Food Allergenic Extract
2559,DB10623,Cell-mediated Immunity; Increased Histamine Release; Non-Standardized Food Allergenic Extract
2560,DB10624,
2561,DB10627,Cell-mediated Immunity; Increased Histamine Release; Non-Standardized Food Allergenic Extract
2562,DB10629,Cell-mediated Immunity; Increased Histamine Release; Non-Standardized Food Allergenic Extract; Non-Standardized Plant Allergenic Extract
2563,DB10632,Cell-mediated Immunity; Increased Histamine Release; Non-Standardized Food Allergenic Extract; Non-Standardized Plant Allergenic Extract
2564,DB10633,Cell-mediated Immunity; Increased Histamine Release; Non-Standardized Food Allergenic Extract; Non-Standardized Plant Allergenic Extract
2565,DB10634,Cell-mediated Immunity; Increased Histamine Release; Non-Standardized Food Allergenic Extract; Non-Standardized Plant Allergenic Extract
2566,DB10636,Cell-mediated Immunity; Increased Histamine Release; Non-Standardized Food Allergenic Extract
2567,DB10637,Cell-mediated Immunity; Increased Histamine Release; Non-Standardized Food Allergenic Extract
2568,DB10640,Cell-mediated Immunity; Increased Histamine Release; Non-Standardized Food Allergenic Extract; Non-Standardized Plant Allergenic Extract
2569,DB10641,
2570,DB10651,Cell-mediated Immunity; Increased Histamine Release; Non-Standardized Food Allergenic Extract; Non-Standardized Plant Allergenic Extract
2571,DB10652,Cell-mediated Immunity; Increased Histamine Release; Non-Standardized Food Allergenic Extract; Non-Standardized Plant Allergenic Extract
2572,DB10653,Cell-mediated Immunity; Increased Histamine Release; Non-Standardized Food Allergenic Extract
2573,DB10656,
2574,DB10661,Cell-mediated Immunity; Increased Histamine Release; Non-Standardized Food Allergenic Extract
2575,DB10662,Cell-mediated Immunity; Increased Histamine Release; Non-Standardized Food Allergenic Extract; Non-Standardized Plant Allergenic Extract
2576,DB10663,Cell-mediated Immunity; Increased Histamine Release; Non-Standardized Food Allergenic Extract
2577,DB10667,"Biological Products; Biopolymers; Carbohydrates; Cell-mediated Immunity; Complex Mixtures; Compounds used in a research, industrial, or household setting; Excipients; Increased Histamine Release; Increased IgG Production; Macromolecular Substances; Non-Standardized Food Allergenic Extract; Non-Standardized Plant Allergenic Extract; Pharmaceutic Aids; Pharmaceutical Preparations; Pharmaceutical Vehicles; Plant Exudates; Plant Gums; Polymers; Polysaccharides"
2578,DB10676,Cell-mediated Immunity; Increased Histamine Release; Non-Standardized Food Allergenic Extract; Non-Standardized Plant Allergenic Extract; Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome
2579,DB10679,
2580,DB10683,Cell-mediated Immunity; Increased Histamine Release; Non-Standardized Food Allergenic Extract
2581,DB10686,Cell-mediated Immunity; Increased Histamine Release; Non-Standardized Food Allergenic Extract; Non-Standardized Plant Allergenic Extract
2582,DB10696,Cell-mediated Immunity; Increased Histamine Release; Increased IgG Production; Non-Standardized Fungal Allergenic Extract
2583,DB10702,Cell-mediated Immunity; Increased Histamine Release; Increased IgG Production; Non-Standardized Fungal Allergenic Extract
2584,DB10703,Cell-mediated Immunity; Increased Histamine Release; Increased IgG Production; Non-Standardized Fungal Allergenic Extract
2585,DB10713,Cell-mediated Immunity; Grass Pollen Allergen Extracts; Increased Histamine Release; Increased IgG Production; Non-Standardized Pollen Allergenic Extract
2586,DB10714,Cell-mediated Immunity; Grass Pollen Allergen Extracts; Increased Histamine Release; Increased IgG Production; Non-Standardized Pollen Allergenic Extract
2587,DB10715,Cell-mediated Immunity; Grass Pollen Allergen Extracts; Increased Histamine Release; Increased IgG Production; Non-Standardized Pollen Allergenic Extract
2588,DB10717,Cell-mediated Immunity; Grass Pollen Allergen Extracts; Increased Histamine Release; Increased IgG Production; Non-Standardized Pollen Allergenic Extract
2589,DB10719,Cell-mediated Immunity; Grass Pollen Allergen Extracts; Increased Histamine Release; Increased IgG Production; Non-Standardized Pollen Allergenic Extract
2590,DB10731,Cell-mediated Immunity; Increased Histamine Release; Increased IgG Production; Non-Standardized Pollen Allergenic Extract
2591,DB10732,Cell-mediated Immunity; Increased Histamine Release; Increased IgG Production; Non-Standardized Pollen Allergenic Extract
2592,DB10734,Cell-mediated Immunity; Increased Histamine Release; Increased IgG Production; Non-Standardized Pollen Allergenic Extract
2593,DB10737,Cell-mediated Immunity; Increased Histamine Release; Increased IgG Production; Non-Standardized Pollen Allergenic Extract
2594,DB10738,Cell-mediated Immunity; Increased Histamine Release; Increased IgG Production; Non-Standardized Pollen Allergenic Extract
2595,DB10746,Cell-mediated Immunity; Increased Histamine Release; Increased IgG Production; Non-Standardized Pollen Allergenic Extract
2596,DB10750,Cell-mediated Immunity; Increased Histamine Release; Increased IgG Production; Non-Standardized Pollen Allergenic Extract
2597,DB10756,Cell-mediated Immunity; Increased Histamine Release; Increased IgG Production; Non-Standardized Pollen Allergenic Extract
2598,DB10760,Cell-mediated Immunity; Increased Histamine Release; Increased IgG Production; Non-Standardized Pollen Allergenic Extract
2599,DB10766,Cell-mediated Immunity; Increased Histamine Release; Increased IgG Production; Non-Standardized Pollen Allergenic Extract
2600,DB10767,Cell-mediated Immunity; Increased Histamine Release; Increased IgG Production; Non-Standardized Pollen Allergenic Extract
2601,DB10768,Cell-mediated Immunity; Increased Histamine Release; Non-Standardized Pollen Allergenic Extract
2602,DB10778,
2603,DB10779,
2604,DB10783,
2605,DB10785,
2606,DB10786,
2607,DB10787,Actively Acquired Immunity; Inactivated Bordetella Pertussis Vaccine
2608,DB10791,
2609,DB10795,Actively Acquired Immunity; Inactivated Poliovirus Vaccine
2610,DB10796,Actively Acquired Immunity; Inactivated Poliovirus Vaccine
2611,DB10797,Actively Acquired Immunity; Inactivated Poliovirus Vaccine
2612,DB10811,Cell-mediated Immunity; Increased Histamine Release; Increased IgG Production; Non-Standardized Fungal Allergenic Extract
2613,DB10816,Cell-mediated Immunity; Increased Histamine Release; Increased IgG Production; Non-Standardized Pollen Allergenic Extract
2614,DB10818,Cell-mediated Immunity; Increased Histamine Release; Increased IgG Production; Non-Standardized Fungal Allergenic Extract
2615,DB10820,Cell-mediated Immunity; Increased Histamine Release; Increased IgG Production; Non-Standardized Fungal Allergenic Extract
2616,DB10824,Cell-mediated Immunity; Increased Histamine Release; Increased IgG Production; Non-Standardized Fungal Allergenic Extract
2617,DB10827,Cell-mediated Immunity; Increased Histamine Release; Increased IgG Production; Non-Standardized Fungal Allergenic Extract
2618,DB10834,Cell-mediated Immunity; Increased Histamine Release; Increased IgG Production; Non-Standardized Fungal Allergenic Extract
2619,DB10838,Cell-mediated Immunity; Increased Histamine Release; Increased IgG Production; Non-Standardized Pollen Allergenic Extract
2620,DB10840,Cell-mediated Immunity; Increased Histamine Release; Increased IgG Production; Non-Standardized Fungal Allergenic Extract
2621,DB10841,Cell-mediated Immunity; Increased Histamine Release; Increased IgG Production; Non-Standardized Fungal Allergenic Extract
2622,DB10842,Cell-mediated Immunity; Increased Histamine Release; Increased IgG Production; Non-Standardized Fungal Allergenic Extract
2623,DB10845,Cell-mediated Immunity; Increased Histamine Release; Increased IgG Production; Non-Standardized Fungal Allergenic Extract
2624,DB10847,Cell-mediated Immunity; Increased Histamine Release; Increased IgG Production; Non-Standardized Fungal Allergenic Extract
2625,DB10848,Cell-mediated Immunity; Increased Histamine Release; Increased IgG Production; Non-Standardized Fungal Allergenic Extract
2626,DB10850,Cell-mediated Immunity; Increased Histamine Release; Increased IgG Production; Non-Standardized Fungal Allergenic Extract
2627,DB10853,
2628,DB10858,Cell-mediated Immunity; Increased Histamine Release; Increased IgG Production; Non-Standardized Pollen Allergenic Extract
2629,DB10864,Cell-mediated Immunity; Increased Histamine Release; Non-Standardized Food Allergenic Extract; Non-Standardized Plant Allergenic Extract
2630,DB10869,
2631,DB10875,Cell-mediated Immunity; Increased Histamine Release; Non-Standardized Food Allergenic Extract; Non-Standardized Plant Allergenic Extract
2632,DB10877,Cell-mediated Immunity; Increased Histamine Release; Increased IgG Production; Non-Standardized Animal Hair Allergenic Extract
2633,DB10887,Cell-mediated Immunity; Increased Histamine Release; Increased IgG Production; Non-Standardized Pollen Allergenic Extract
2634,DB10888,Cell-mediated Immunity; Increased Histamine Release; Increased IgG Production; Non-Standardized Pollen Allergenic Extract
2635,DB10891,Cell-mediated Immunity; Increased Histamine Release; Non-Standardized Food Allergenic Extract
2636,DB10896,Cell-mediated Immunity; Increased Histamine Release; Increased IgG Production; Non-Standardized Pollen Allergenic Extract
2637,DB10900,Cell-mediated Immunity; Increased Histamine Release; Increased IgG Production; Non-Standardized Pollen Allergenic Extract
2638,DB10901,Cell-mediated Immunity; Increased Histamine Release; Increased IgG Production; Non-Standardized Pollen Allergenic Extract
2639,DB10902,Cell-mediated Immunity; Increased Histamine Release; Increased IgG Production; Non-Standardized Pollen Allergenic Extract
2640,DB10904,Cell-mediated Immunity; Increased Histamine Release; Non-Standardized Food Allergenic Extract
2641,DB10905,Cell-mediated Immunity; Increased Histamine Release; Non-Standardized Food Allergenic Extract; Non-Standardized Plant Allergenic Extract
2642,DB10908,Cell-mediated Immunity; Increased Histamine Release; Increased IgG Production; Non-Standardized Pollen Allergenic Extract
2643,DB10909,Cell-mediated Immunity; Increased Histamine Release; Non-Standardized Pollen Allergenic Extract
2644,DB10911,Cell-mediated Immunity; Increased Histamine Release; Increased IgG Production; Non-Standardized Pollen Allergenic Extract
2645,DB10915,Cell-mediated Immunity; Increased Histamine Release; Increased IgG Production; Non-Standardized Fungal Allergenic Extract
2646,DB10918,Cell-mediated Immunity; Increased Histamine Release; Non-Standardized Food Allergenic Extract
2647,DB10919,Cell-mediated Immunity; Increased Histamine Release; Non-Standardized Food Allergenic Extract
2648,DB10922,Cell-mediated Immunity; Increased Histamine Release; Increased IgG Production; Non-Standardized Pollen Allergenic Extract
2649,DB10927,Cell-mediated Immunity; Increased Histamine Release; Increased IgG Production; Non-Standardized Pollen Allergenic Extract
2650,DB10930,Non-Standardized Pollen Allergenic Extract
2651,DB10933,Cell-mediated Immunity; Increased Histamine Release; Increased IgG Production; Non-Standardized Fungal Allergenic Extract
2652,DB10934,Cell-mediated Immunity; Increased Histamine Release; Increased IgG Production; Non-Standardized Fungal Allergenic Extract
2653,DB10943,Cell-mediated Immunity; Increased Histamine Release; Increased IgG Production; Non-Standardized Pollen Allergenic Extract
2654,DB10945,Cell-mediated Immunity; Increased Histamine Release; Increased IgG Production; Non-Standardized Pollen Allergenic Extract
2655,DB10946,Cell-mediated Immunity; Increased Histamine Release; Increased IgG Production; Non-Standardized Pollen Allergenic Extract
2656,DB10952,Cell-mediated Immunity; Increased Histamine Release; Increased IgG Production; Non-Standardized Pollen Allergenic Extract
2657,DB10956,Bee and Wasp Venom; Cell-mediated Immunity; Increased Histamine Release; Increased IgG Production; Standardized Insect Venom Allergenic Extract
2658,DB10962,Cell-mediated Immunity; Grass Pollen Allergen Extracts; Increased Histamine Release; Increased IgG Production; Non-Standardized Pollen Allergenic Extract
2659,DB10975,Cell-mediated Immunity; Increased Histamine Release; Increased IgG Production; Non-Standardized Plant Allergenic Extract
2660,DB10982,Cell-mediated Immunity; Increased Histamine Release; Non-Standardized Food Allergenic Extract; Non-Standardized Plant Allergenic Extract
2661,DB10985,Cell-mediated Immunity; Increased Histamine Release; Increased IgG Production; Non-Standardized Pollen Allergenic Extract
2662,DB10990,"Actively Acquired Immunity; Haemophilus Vaccines; Inactivated Haemophilus Influenzae B Vaccine; Vaccines; Vaccines, Inactivated"
2663,DB10992,Actively Acquired Immunity; Inactivated Bordetella Pertussis Vaccine
2664,DB10994,
2665,DB10996,
2666,DB11003,"Actively Acquired Immunity; Anthrax Vaccines; Bacterial Vaccines; Biological Products; Complex Mixtures; Live Attenuated Bacillus Anthracis Vaccine; Live vaccines; Vaccines; Vaccines, Attenuated"
2667,DB11010,Cell-mediated Immunity; Increased Histamine Release; Non-Standardized Food Allergenic Extract
2668,DB11018,Cell-mediated Immunity; Increased Histamine Release; Increased IgG Production; Non-Standardized Animal Dander Allergenic Extract
2669,DB11021,Cell-mediated Immunity; Increased Histamine Release; Increased IgG Production; Non-Standardized Animal Dander Allergenic Extract
2670,DB11023,Cell-mediated Immunity; Increased Histamine Release; Increased IgG Production; Non-Standardized Fungal Allergenic Extract
2671,DB11025,Cell-mediated Immunity; Increased Histamine Release; Increased IgG Production; Non-Standardized Fungal Allergenic Extract
2672,DB11026,Cell-mediated Immunity; Increased Histamine Release; Increased IgG Production; Non-Standardized Insect Venom Allergenic Extract
2673,DB11035,
2674,DB11036,
2675,DB11037,
2676,DB11043,
2677,DB11047,
2678,DB11048,
2679,DB11061,"Alkenes; Artificial Tears; Blood Substitutes; Compounds used in a research, industrial, or household setting; Hematologic Agents; Heterocyclic Compounds; Heterocyclic Compounds, 1-Ring; Hydrocarbons; Hydrocarbons, Acyclic; Macromolecular Substances; Manufactured Materials; Pharmaceutic Aids; Pharmaceutical Preparations; Plasma Substitutes; Plastics; Polymers; Polyvinyls; Pyrrolidines; Pyrrolidinones; Vinyl Compounds"
2680,DB11071,"Acids, Carbocyclic; Anti-Infective Agents, Local; Benzene Derivatives; Benzoates; Carboxylic Acids; Genito Urinary System and Sex Hormones; Hydrocarbons; Hydrocarbons, Aromatic; Hydrocarbons, Cyclic; Hydroxy Acids; Hydroxybenzoates; Miscellaneous Analgesics and Antipyretics; Phenols; Urologicals"
2681,DB11080,"Anti-Infective Agents; Anti-Infective Agents, Local; Antiseptics and Disinfectants; Dermatologicals; Nitrates; Nitrogen Compounds; Silver Compounds"
2682,DB11098,"Agents causing hyperkalemia; Alimentary Tract and Metabolism; Anions; Carbon Compounds, Inorganic; Carbonates; Carbonic Acid; Drugs that are Mainly Renally Excreted; Electrolytes; Ions; Mineral Supplements; Potassium Salt"
2683,DB11102,"Amino Acids; Amino Acids, Aromatic; Amino Acids, Cyclic; Amino Acids, Peptides, and Proteins; Drugs that are Mainly Renally Excreted"
2684,DB11107,Laxatives; Potassium Salt
2685,DB11120,"Biological Products; Complex Mixtures; Compounds used in a research, industrial, or household setting; Irritants; Lipids; Noxae; Oils; Oils, Volatile; Plant Exudates; Resins, Plant; Solvents; Toxic Actions"
2686,DB11131,Biological Products; Complex Mixtures; Pharmaceutical Preparations; Plant Preparations
2687,DB11137,"Diet, Food, and Nutrition; Elements; Food; Metals; Metals, Heavy; Micronutrients; Physiological Phenomena; Trace Elements; Transition Elements"
2688,DB11143,"Benzene Derivatives; Drugs that are Mainly Renally Excreted; Hydrocarbons; Hydrocarbons, Aromatic; Hydrocarbons, Cyclic; Phenols; Standardized Chemical Allergen"
2689,DB11144,
2690,DB11145,"Alimentary Tract and Metabolism; Anti-Infective Agents, Local; Antiinfectives and Antiseptics for Local Oral Treatment; Antiseptics and Disinfectants; Dermatologicals; Drugs that are Mainly Renally Excreted; Genito Urinary System and Sex Hormones; Gynecological Antiinfectives and Antiseptics; Heterocyclic Compounds; Heterocyclic Compounds, 2-Ring; Heterocyclic Compounds, Fused-Ring; Hydroxyquinolines; Quinoline Derivatives; Quinolines; Respiratory System; Stomatological Preparations; Throat Preparations"
2691,DB11149,
2692,DB11150,"Barium Compounds; Barium Sulfate Containing X-Ray Contrast Media; Compounds used in a research, industrial, or household setting; Contrast Media; Diagnostic Uses of Chemicals; Radiographic Contrast Agent; Sulfates; Sulfur Acids; Sulfur Compounds; Sulfuric Acids; X-Ray Contrast Activity; X-Ray Contrast Media, Non-Iodinated"
2693,DB11154,Metal cations; Metal divalent cations; Zinc Compounds
2694,DB11159,Anions; Electrolytes; Hydrogen Sulfide; Ions; Sulfur Compounds
2695,DB11160,"Benzene Derivatives; Hydrocarbons; Hydrocarbons, Aromatic; Hydrocarbons, Cyclic"
2696,DB11172,"Biological Products; Complex Mixtures; Diet, Food, and Nutrition; Dietary Fats; Dietary Fats, Unsaturated; Fats; Fats, Unsaturated; Food; Lipids; Oils; Physiological Phenomena; Plant Oils; Plant Preparations"
2697,DB11174,
2698,DB11176,"Alkenes; Biological Factors; Carotenoids; Cyclohexanes; Cyclohexenes; Cycloparaffins; Hydrocarbons; Hydrocarbons, Acyclic; Hydrocarbons, Alicyclic; Hydrocarbons, Cyclic; Pigments, Biological; Polyenes; Terpenes; Xanthophylls"
2699,DB11180,Radioactive Diagnostic Agent
2700,DB11181,"Alkaloids; Anticholinergic Agents; Autonomic Agents; Aza Compounds; Azabicyclo Compounds; Bicyclo Compounds, Heterocyclic; Heterocyclic Compounds; Heterocyclic Compounds, Bridged-Ring; Muscarinic Antagonists; Mydriatics and Cycloplegics; Ophthalmologicals; Parasympatholytics; Peripheral Nervous System Agents; Sensory Organs"
2701,DB11184,
2702,DB11185,"Benzene Derivatives; Drugs that are Mainly Renally Excreted; Hydrocarbons; Hydrocarbons, Aromatic; Hydrocarbons, Cyclic; Ketones; Sunscreen Agents"
2703,DB11186,"Antitussive Agents; Central Nervous System Agents; Cough and Cold Preparations; Cycloparaffins; Hydrocarbons; Hydrocarbons, Alicyclic; Hydrocarbons, Cyclic; Respiratory System; Respiratory System Agents"
2704,DB11188,
2705,DB11190,Alimentary Tract and Metabolism; Sulfhydryl Compounds; Sulfur Compounds; Vitamin B Complex; Vitamins
2706,DB11192,"Acids, Acyclic; Carboxylic Acids; Fatty Acids; Fatty Acids, Volatile; Lipids"
2707,DB11203,"Diet, Food, and Nutrition; Elements; Food; Metalloids; Micronutrients; Physiological Phenomena; Trace Elements"
2708,DB11204,"Alanine; Amino Acids; Amino Acids, Peptides, and Proteins; Imides; Vitamin B Complex; Vitamins"
2709,DB11207,"Acids, Carbocyclic; Carboxylic Acids; Sunscreen Agents"
2710,DB11221,"Benzene Derivatives; Hydrocarbons; Hydrocarbons, Aromatic; Hydrocarbons, Cyclic; Ketones; Sunscreen Agents"
2711,DB11226,
2712,DB11227,
2713,DB11233,
2714,DB11235,"Agents producing tachycardia; Antiallergic Agents, Excl. Corticosteroids; Anticholinergic Agents; Antihistamines for Systemic Use; Antihistamines for Topical Use; Antipruritics, Incl. Antihistamines, Anesthetics, Etc.; Dermatologicals; Heterocyclic Compounds; Heterocyclic Compounds, 1-Ring; Histamine Agents; Histamine Antagonists; Histamine H1 Antagonists; Muscarinic Antagonists; Nasal Preparations; Neurotransmitter Agents; Respiratory System; Substituted Ethylene Diamines"
2715,DB11236,
2716,DB11237,Blood and Blood Forming Organs; Dermatologicals; Endopeptidases; Enzymes; Enzymes and Coenzymes; Hydrolases; Musculo-Skeletal System; Peptide Hydrolases; Preparations for Treatment of Wounds and Ulcers; Serine Endopeptidases; Serine Proteases
2717,DB11243,
2718,DB11248,"Acids, Acyclic; Agents for Treatment of Hemorrhoids and Anal Fissures for Topical Use; Alimentary Tract and Metabolism; Carbohydrates; Carboxylic Acids; Cardiovascular System; Hydroxy Acids; Metal cations; Metal divalent cations; Mineral Supplements; Sugar Acids; Vasoprotectives; Zinc Compounds"
2719,DB11253,"Antigens; Antigens, Bacterial; Biological Factors; Carbohydrates; Compounds used in a research, industrial, or household setting; Diet, Food, and Nutrition; Drug Carriers; Food; Food Additives; Food Ingredients; Physiological Phenomena; Polysaccharides"
2720,DB11255,"Acids, Heterocyclic; Compounds used in a research, industrial, or household setting; Heterocyclic Compounds; Heterocyclic Compounds, 1-Ring; Iron Chelating Agents; Pyridines; Sequestering Agents; Standardized Chemical Allergen"
2721,DB11257,
2722,DB11261,
2723,DB11267,"Hydrocarbons; Hydrocarbons, Aromatic; Hydrocarbons, Cyclic; Naphthalenes; Polycyclic Compounds; Polycyclic Hydrocarbons, Aromatic; Quinones; Silicon Compounds"
2724,DB11268,"Aldehydes; Anticoagulants; Benzene Derivatives; Hematologic Agents; Hydrocarbons; Hydrocarbons, Aromatic; Hydrocarbons, Cyclic; Phenols"
2725,DB11272,Melanin Synthesis Inhibitor
2726,DB11274,Cytochrome P-450 CYP3A Substrates; Cytochrome P-450 CYP3A4 Substrates; Cytochrome P-450 Substrates
2727,DB11275,Alkaloids; Dopamine Agonists; Heterocyclic Compounds
2728,DB11279,"Amines; Ammonium Compounds; Anti-Infective Agents; Anti-Infective Agents, Local; Coloring Agents; Compounds used in a research, industrial, or household setting; Nitrogen Compounds; Onium Compounds"
2729,DB11285,"Acids, Carbocyclic; Carboxylic Acids; Cinnamates"
2730,DB11286,Cell-mediated Immunity; Increased Histamine Release; Non-Standardized Food Allergenic Extract; Non-Standardized Plant Allergenic Extract
2731,DB11290,
2732,DB11291,
2733,DB11296,"Amino Acids, Peptides, and Proteins; Growth Substances; Peptides"
2734,DB11298,"Amino Acids, Peptides, and Proteins; Proteins; Thioredoxins; Thioredoxins, antagonists & inhibitors"
2735,DB11300,"Amino Acids, Peptides, and Proteins; Biological Factors; Blood and Blood Forming Organs; Blood Coagulation Factors; Blood Proteins; Coagulants; Endopeptidases; Enzyme Precursors; Enzymes; Enzymes and Coenzymes; Hematologic Agents; Hemostatics; Hydrolases; Increased Coagulation Factor Activity; Local Hemostatics; Peptide Hydrolases; Protein Precursors; Proteins; Prothrombin, agonists; Serine Endopeptidases; Serine Proteases"
2736,DB11301,Biological Products; Plant Oils; Plant Preparations
2737,DB11304,"Alcohols; Anesthetics; Anti-Infective Agents; Anti-Infective Agents, Local; Central Nervous System Agents; Central Nervous System Depressants; Drugs that are Mainly Renally Excreted; Glycols"
2738,DB11305,
2739,DB11306,"Aluminium Compounds; Aluminum Silicates; Antidotes; Compounds used in a research, industrial, or household setting; Metal cations; Metal divalent cations; Minerals; Oxides; Oxygen Compounds; Protective Agents; Silicates; Silicon Compounds"
2740,DB11315,"Agents producing tachycardia; Alimentary Tract and Metabolism; Alkaloids; Anticholinergic Agents; Autonomic Agents; Aza Compounds; Azabicyclo Compounds; Belladonna Alkaloids, Semisynthetic, Quaternary Ammonium Compounds; Belladonna and Derivatives, Plain; Bicyclo Compounds, Heterocyclic; Drugs for Functional Gastrointestinal Disorders; Heterocyclic Compounds; Heterocyclic Compounds, Bridged-Ring; Muscarinic Antagonists; Mydriatics and Cycloplegics; Ophthalmologicals; Parasympatholytics; Peripheral Nervous System Agents; Scopolamine Derivatives; Sensory Organs; Synthetic Anticholinergics, Quaternary Ammonium Compounds; Tropanes"
2741,DB11325,Biological Factors; Cholestanes; Fused-Ring Compounds; Lipids; Membrane Lipids; Phytochemicals; Polycyclic Compounds; Steroids; Sterols
2742,DB11326,"Acids; Acids, Noncarboxylic; Agrochemicals; Anions; Anti-Infective Agents; Boric Acids; Boron Compounds; Compounds used in a research, industrial, or household setting; Electrolytes; Insecticides; Ions; Otologicals; Pesticides; Sensory Organs; Toxic Actions"
2743,DB11328,Drugs that are Mainly Renally Excreted
2744,DB11350,"Amines; Compounds used in a research, industrial, or household setting; Onium Compounds; Quaternary Ammonium Compounds; Surface-Active Agents; Trimethyl Ammonium Compounds"
2745,DB11352,"Acids, Acyclic; Carbohydrates; Carboxylic Acids; Hydroxy Acids; Sugar Acids; Vitamin C and analogues; Vitamins"
2746,DB11355,
2747,DB11356,
2748,DB11357,"Biological Products; Complex Mixtures; Fats; Fats, Unsaturated; Lipids; Oils; Plant Oils; Plant Preparations"
2749,DB11358,"Agents that reduce seizure threshold; Angiosperms; Anti-Inflammatory Agents; Antirheumatic Agents; Biological Products; Complex Mixtures; Dermatologicals; Dietary Fats, Unsaturated; Drugs that are Mainly Renally Excreted; Embryophyta; Eukaryota; Fatty Acids; Fatty Acids, Essential; Fatty Acids, Omega-6; Fatty Acids, Unsaturated; Hypolipidemic Agents; Linolenic Acids; Lipid Regulating Agents; Lipids; Oenothera; Oils; Onagraceae; Peripheral Nervous System Agents; Plant Oils; Plant Preparations; Sensory System Agents; Streptophyta; Tracheophyta; Viridiplantae"
2750,DB11361,
2751,DB11371,"Anesthetics; Anesthetics, General; Central Nervous System Agents; Central Nervous System Depressants; Fused-Ring Compounds; Nervous System; Neurotransmitter Agents; Polycyclic Compounds; Pregnanes; Steroids"
2752,DB11372,"Adrenal Cortex Hormones; Estranes; Estrenes; Fused-Ring Compounds; Hormones; Hormones, Hormone Substitutes, and Hormone Antagonists; Polycyclic Compounds; Progesterone Congeners; Progestins; Steroids"
2753,DB11373,"Adrenergic Agents; Adrenergic Agonists; Adrenergic alpha-2 Receptor Agonists; Adrenergic alpha-Agonists; Agents producing tachycardia; Agents that produce hypertension; Agrochemicals; Amines; Aniline Compounds; Benzene Derivatives; Compounds used in a research, industrial, or household setting; Hydrocarbons; Hydrocarbons, Aromatic; Hydrocarbons, Cyclic; Insect Repellents; Insecticides; Neurotransmitter Agents; Pesticide Synergists; Pesticides; Protective Agents; Toxic Actions"
